source_dataset,target_dataset,model,task,protocol,seed,stage,subject_id,recording_id,sampling_rate,metric_name,metric_value,num_valid_samples,checkpoint_id,artifact_scope
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P03,test_-_P03_-_fW_part_3,64,pearson_r,0.17616278600575655,974,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P03,test_-_P03_-_fW_part_4,64,pearson_r,0.11113387618227456,1047,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P03,test_-_P03_-_hb_part_1,64,pearson_r,-0.043992132257029054,1137,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P03,test_-_P03_-_hb_part_2,64,pearson_r,0.036743890902243316,1074,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P03,test_-_P03_-_hb_part_3,64,pearson_r,0.09867484664234069,1157,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P03,test_-_P03_-_hb_part_4,64,pearson_r,0.10832059616406527,1080,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P03,test_-_P03_-_lb_part_1,64,pearson_r,0.14840969132116943,1396,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P03,test_-_P03_-_lb_part_2,64,pearson_r,-0.04671949305047516,1433,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P03,test_-_P03_-_lb_part_3,64,pearson_r,-0.01690142608994,1365,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P03,test_-_P03_-_lb_part_4,64,pearson_r,-0.1068620002093662,1501,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P03,test_-_P03_-_mb_part_1,64,pearson_r,-0.09620211840856673,945,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P03,test_-_P03_-_mb_part_2,64,pearson_r,0.153652223242024,994,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P03,test_-_P03_-_mb_part_3,64,pearson_r,0.02838363139895494,995,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P03,test_-_P03_-_mb_part_4,64,pearson_r,0.0766954599109445,1034,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_cleanDutch_part_1,64,pearson_r,0.03824570151786482,941,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_cleanDutch_part_2,64,pearson_r,0.07630134599871047,963,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_cleanDutch_part_3,64,pearson_r,0.14526390889013036,974,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_cleanDutch_part_4,64,pearson_r,0.08617619822562254,970,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_clean_part_1,64,pearson_r,0.11545975970083942,940,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_clean_part_2,64,pearson_r,0.2482595591213029,976,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_clean_part_3,64,pearson_r,0.19084314929734392,857,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_clean_part_4,64,pearson_r,0.23992373655607807,938,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_fM_part_1,64,pearson_r,0.1165464216322261,852,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_fM_part_2,64,pearson_r,0.20778394377834647,813,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_fM_part_3,64,pearson_r,0.07669386731652977,869,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_fM_part_4,64,pearson_r,0.3331356213851945,953,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_fW_part_1,64,pearson_r,0.20415748740357845,843,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_fW_part_2,64,pearson_r,0.09252124925821459,870,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_fW_part_3,64,pearson_r,0.0775608166677502,974,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_fW_part_4,64,pearson_r,0.22646592824054826,1047,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_hbDutch_part_1,64,pearson_r,0.053591231622225496,984,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_hbDutch_part_2,64,pearson_r,0.1473788136062728,998,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_hbDutch_part_3,64,pearson_r,-0.05143097984077658,1017,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_hbDutch_part_4,64,pearson_r,0.1360701675084751,1001,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_hb_part_1,64,pearson_r,0.18713297630655296,1137,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_hb_part_2,64,pearson_r,0.07636135365204058,1074,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_hb_part_3,64,pearson_r,0.07916206894443449,1157,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_hb_part_4,64,pearson_r,0.038434534553235464,1080,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_lbDutch_part_1,64,pearson_r,0.044101594350879306,1001,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_lbDutch_part_2,64,pearson_r,-0.03253183581890302,1026,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_lbDutch_part_3,64,pearson_r,-0.026337178101354858,991,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_lbDutch_part_4,64,pearson_r,0.06209807947633423,1011,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_lb_part_1,64,pearson_r,0.03565598527927199,1396,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_lb_part_2,64,pearson_r,0.009527951425542313,1433,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_lb_part_3,64,pearson_r,0.09939297180357676,1365,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_lb_part_4,64,pearson_r,-0.046163259444465,1501,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_mbDutch_part_1,64,pearson_r,0.08024339266913473,1021,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_mbDutch_part_2,64,pearson_r,0.08710376903609623,981,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_mbDutch_part_3,64,pearson_r,0.14382617853251103,995,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_mbDutch_part_4,64,pearson_r,-0.014559058530646117,1000,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_mb_part_1,64,pearson_r,0.008448304686391675,945,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_mb_part_2,64,pearson_r,-0.16882645369314103,994,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_mb_part_3,64,pearson_r,0.033901424439121364,995,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P10,test_-_P10_-_mb_part_4,64,pearson_r,-0.038608096968911605,1034,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P16,test_-_P16_-_cleanDutch_part_1,64,pearson_r,0.07609017568401097,941,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P16,test_-_P16_-_cleanDutch_part_2,64,pearson_r,0.060565148165813494,963,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P16,test_-_P16_-_cleanDutch_part_3,64,pearson_r,0.11040351027069993,974,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P16,test_-_P16_-_cleanDutch_part_4,64,pearson_r,0.0810634133477577,970,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P16,test_-_P16_-_clean_part_1,64,pearson_r,0.14985561181249005,940,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P16,test_-_P16_-_clean_part_2,64,pearson_r,0.18423791332119288,976,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P16,test_-_P16_-_clean_part_3,64,pearson_r,0.16999290274466228,857,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P16,test_-_P16_-_clean_part_4,64,pearson_r,0.2014965565387622,938,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P16,test_-_P16_-_fM_part_1,64,pearson_r,0.10462141207943922,852,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P16,test_-_P16_-_fM_part_2,64,pearson_r,0.32658699704525784,813,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
weissbart_tf64,etard_tf64,eegnet,reconstruction,gate0_gate2_cross_dataset_transfer_v1::cross_dataset_zero_shot_eval,0,cross_dataset_zero_shot_eval,P16,test_-_P16_-_fM_part_3,64,pearson_r,0.12305163432171577,869,eegnet_epoch_4,cross_dataset_transfer_zero_shot_plus_pooled10_target_calibration_v1::cross_dataset_zero_shot_eval
